date,rank,artist_name,album_name,song_name,keyword
Jan-99,35,김종환,사랑을 위하여,사랑을 위하여,"#남성솔로, #발라드, #사랑, #헌신, #진실, #감성적인, #잔잔한, #따뜻한"
Jan-99,36,홍경민,Free Throw Ⅱ Shot,내 남은 사랑을 위해,"#남성솔로, #발라드, #이별, #사랑, #, 그리움, #슬픔, #차분한, #감성적인, #애절한"
Jan-99,37,장혜진,Dream,영원으로,"#여성솔로, #댄스, #이별, #사랑, #거짓말, #화려한, #신나는, #경쾌한, #차분한"
Jan-99,38,YB (윤도현 밴드),소외 (疏外),먼 훗날,"#남성밴드, #록, #사회비판, #소외감, #미래, #차분한, #진중한, #감성적"
Jan-99,39,김원준,Self Destruction,너를 끝으로,"#남성솔로, #댄스팝, #이별, #상실, #운명, #감성적, #차분한, #서정적"
Jan-99,40,여행스케치,7th-향수 (그때가 그리워),향수 (그때가 그리워),"#혼성그룹, #발라드, #향수, #그리움, #추억, #감성, #잔잔한, #따뜻한, #서정적"
Jan-99,41,젝스키스,Special,너를 보내며,"#남성그룹, #발라드, #이별, #사랑, #회상, #차분한, #감성적인, #슬픈"
Jan-99,42,김현정,Legend,혼자한 사랑,"#여성솔로, #댄스팝, #짝사랑, #이별, #사랑, #경쾌한, #슬픈, #헤비메탈사운드"
Jan-99,43,윤종신,Just Piano,배웅,"#남성솔로, #발라드, #이별, #배웅, #감사, #차분한, #잔잔한, #따뜻한"
Jan-99,44,업타운,Chapter 3 In History,돌아와,"#남성그룹, #힙합, #이별, #후회, #사랑, #감성적인, #느린템포, #진심어린"
Jan-99,45,컨츄리 꼬꼬,Country Kko Kko's Happy Christmas,Happy Christmas,"#남성그룹, #댄스팝, #사랑, #연애, #크리스마스, #신나는, #화려한, #즐거운"
Jan-99,46,안치환,Desire,사람이 꽃보다 아름다워,"#남성솔로, #포크록, #존중, #사랑, #인간미, #서정적, #강렬한, #희망적"
Jan-99,47,김광진,My Love My Life,진심,"#남성솔로, #발라드, #사랑, #진심, #이별, #감성적인, #차분한, #잔잔한"
Jan-99,48,조pd (ZoPD),In Stardom,이야기 속으로,"#남성솔로, #힙합, #성장, #자유, #경험, #차분한, #진지한, #감성적인"
Jan-99,49,김장훈,#1998 Ballads For Tears,세상이 그대를 속일지라도,"#남성솔로, #발라드, #이별, #위로, #사랑, #감성적인, #차분한, #아련한"
Jan-99,50,이빈,The 1st Album,Don't Cry,"#여성솔로, #발라드, #이별, #사랑, #아픔, #차분한, #감성적인, #슬픈"
Feb-99,1,쿨 (COOL),Cool 4.5,미절 (Misery),"#남성그룹, #발라드, #이별, #사랑, #아픔, #차분한, #감성적인, #슬픈"
Feb-99,2,김연우,A Night In Seoul,여전히 아름다운지,"#남성솔로, #발라드, #이별, #그리움, #사랑, #감성적인, #차분한, #서정적인"
Feb-99,3,박진영,Kiss Me,Kiss Me,"#남성솔로, #댄스팝, #사랑, #연애, #설렘, #신나는, #경쾌한, #화려한"
Feb-99,4,원타임,One Time For Your Mind,1tym,"#남성그룹, #힙합, #자신감, #우정, #도전, #신나는, #중독성, #에너지, 넘치는"
Feb-99,5,윤종신,Just Piano,배웅,"#남성솔로, #발라드, #이별, #배웅, #감사, #차분한, #잔잔한, #따뜻한"
Feb-99,6,조pd (ZoPD),In Stardom,이야기 속으로,"#남성솔로, #힙합, #성장, #자유, #경험, #차분한, #진지한, #감성적인"
Feb-99,7,조성모,To Heaven,불멸의 사랑,"#남성솔로, #발라드, #사랑, #이별, #영원한사랑, #차분한, #애절한, #감성적인"
Feb-99,8,god,Chapter 1,어머님께,"#남성그룹, #발라드, #가난, #가족, #효도, #차분한, #감성적인, #감동적인"
Feb-99,9,코요태,코요태 I,순정 (純情),"#혼성그룹, #댄스팝, #이별, #사랑, #고백, #신나는, #중독성, #화려한, #리듬적인"
Feb-99,10,자우림,연인(戀人),미안해 널 미워해,"#남성밴드, #모던록, #이별, #사랑, #후회, #감성적, #우울한, #서정적"
Feb-99,11,김정민,Yesterday (From Christmas To Christmas),Yesterday (Newmix Version),"#남성솔로, #발라드, #이별, #사랑, #, 그리움, #차분한, #감성적인, #슬픈"
Feb-99,12,홍경민,Free Throw Ⅱ Shot,내 남은 사랑을 위해,"#남성솔로, #발라드, #이별, #사랑, #, 그리움, #슬픔, #차분한, #감성적인, #애절한"
Feb-99,13,이소은,소녀 (少女),작별,"#여성솔로, #발라드, #이별, #첫사랑, #후회, #차분한, #청아한, #감성적"
Feb-99,14,The Searchers,한국인 사랑 추억의 7080 올드 팝 58,Love Potion No. 9 (영화 '태양은 없다'),"#남성그룹, #록, #사랑, #연애, #유혹, #신나는, #재미있는, #경쾌한"
Feb-99,15,샵,The S#arp,Lying,"#혼성그룹, #댄스팝, #거짓말, #배신, #연애, #에너지넘치는, #리듬감있는, #화려한"
Feb-99,16,장혜진,Dream,영원으로,"#여성솔로, #댄스, #이별, #사랑, #거짓말, #화려한, #신나는, #경쾌한, #차분한"
Feb-99,17,A.R.T,Love Story,Love Story,"#남성그룹, #댄스, #사랑, #이별, #연애, #감성적인, #몽환적인, #부드러운"
Feb-99,18,엄정화,Club DJ 가요 리믹스 Vol.1,Poison(Remix),"#여성솔로, #댄스팝, #이별, #배신, #연애, #신나는, #화려한, #중독성있는"
Feb-99,19,S.E.S.,S.E.S. 2,Dreams Come True,"#여성그룹, #댄스, #사랑, #꿈, #미래, #몽환적인, #화려한, #신나는"
Feb-99,20,김동률,The Shadow Of Forgetfulness,기적 (Duet With 이소은),"#혼성듀엣, #발라드, #기적, #희망, #사랑, #차분한, #감성적인, #화음풍부한"
Feb-99,21,김종환,사랑하는 날까지,사랑하는 날까지,"#남성솔로, #발라드, #사랑, #운명, #외로움, #차분한, #감성적인, #절제된"
Feb-99,22,이현우,Both Sides Of The Story,Goodnight,"#남성솔로, #발라드, #이별, #사랑, #밤, #차분한, #감성적인, #잔잔한"
Feb-99,23,더더 (THETHE),The One & The Other,It's You,"#남성듀오, #발라드, #이별, #연애, #사랑, #감성적인, #차분한, #서정적인"
Feb-99,24,김태영,오랜 방황의 끝,혼자만의 사랑,"#남성솔로, #발라드, #이별, #사랑, #추억, #애절한, #묵직한, #감성적인"
Feb-99,25,에코,Voice Of Love,마지막 사랑,"#여성그룹, #발라드, #이별, #사랑, #마지막, #차분한, #애절한, #감미로운"
Feb-99,26,젝스키스,Special,너를 보내며,"#남성그룹, #발라드, #이별, #사랑, #회상, #차분한, #감성적인, #슬픈"
Feb-99,27,리아,Yozosooknyo,슬픈 독백,"#여성솔로, #모던록, #이별, #상실, #독백, #감성적, #서정적, #차분한"
Feb-99,28,이빈,The 1st Album,Don't Cry,"#여성솔로, #발라드, #이별, #사랑, #아픔, #차분한, #감성적인, #슬픈"
Feb-99,29,김현성,Kim Hyun Sung 2 Solo Album,슬픈 변명,"#남성솔로, #발라드, #이별, #슬픔, #변명, #감성적, #차분한, #애절한"
Feb-99,30,신효범,Ego,세상은,"#남성솔로, #발라드, #사랑, #희망, #회상, #차분한, #감성적인, #우아한"
Feb-99,31,박지윤,Blue Angel,Steal Away (주인공),"#여성솔로, #Kpop, #이별, #사랑, #변심, #신나는, #경쾌한, #감성적인"
Feb-99,32,유리상자,사랑찾기,지각,"#남성듀오, #발라드, #사랑, #기다림, #후회, #감성적, #차분한, #화음, #잔잔한"
Feb-99,33,핑클 (Fin.K.L),Fine Killing Liberty : Blue Rain,루비(淚悲):슬픈 눈물,"#여성그룹, #발라드, #이별, #사랑, #슬픔, #차분한, #감성적인, #화려하지않은"
Feb-99,34,한스 밴드,1집 Hans Band,오락실,"#남성그룹, #록, #가족, #아버지, #IMF, #경쾌한, #감성적인, #추억"
Feb-99,35,김경호,Kim:Kyungho 1997,금지된 사랑,"#남성솔로, #락발라드, #금지된사랑, #이별, #사랑, #슬픔, #감성적인, #고음, #진심어린"
Feb-99,36,김종서,20th Anniversary Greatest Hits,Love Song,"#남성솔로, #록발라드, #사랑, #이별, #추억, #감성적인, #애절한, #강렬한"
Feb-99,37,영턱스클럽,영턱스 클럽 4,아시나요?,"#혼성그룹, #댄스팝, #이별, #연애, #추억, #신나는, #화려한, #리듬감있는"
Feb-99,38,조용필,Ambition,기다리는 아픔,"#남성솔로, #발라드, #이별, #외로움, #기다림, #감성적, #서정적, #차분한"
Feb-99,39,터보,터보(Turbo) 4집 'Perfect Love',X (The Greatest Love),"#남성그룹, #댄스, #이별, #사랑, #고민, #신나는, #차분한, #감성적인"
Feb-99,40,S.E.S.,S.E.S. 2,너를 사랑해,"#여성그룹, #댄스팝, #사랑, #고백, #설렘, #신나는, #경쾌한, #상큼한"
Feb-99,41,엄정화,Invitation,숨은 그림 찾기,"#여성솔로, #댄스팝, #사랑, #연애, #마음속비밀, #감성적, #부드러운, #세련된"
Feb-99,42,박지윤,Blue Angel,소중한 사랑,"#여성솔로, #발라드, #사랑, #소중함, #연애, #감성적인, #부드러운, #따뜻한"
Feb-99,43,이빈,The 1st Album,편지,"#여성솔로, #발라드, #이별, #사랑, #편지, #차분한, #감성적, #잔잔한"
Feb-99,44,5Rock室 (오락실),후 (後),후(後),"#혼성듀오, #모던락, #이별, #후회, #사랑, #감성적, #차분한, #화음풍부"
Feb-99,45,이선희,Dream Of Ruby,낯선 바닷가에서,"#여성솔로, #발라드, #이별, #그리움, #추억, #감성적, #차분한, #서정적"
Feb-99,46,H.O.T.,Resurrection,빛 (Hope),"#남성그룹, #댄스팝, #희망, #극복, #위로, #감동적인, #희망찬, #화려한"
Feb-99,47,윤사라,류시원의 겨울 이야기,겨울 이야기 (Christmas Wish),"#여성솔로, #발라드, #사랑, #추억, #희망, #차분한, #감성적인, #따뜻한"
Feb-99,48,이현도,D.O Funk,폭풍 / You Got The Funk!,"#남성솔로, #펑크, #도전, #자기계발, #열정, #경쾌한, #에너제틱, #화려한"
Feb-99,49,임강구,해바라기 OST,먼빛속의 너,"#남성솔로, #발라드, #그리움, #사랑, #이별, #감성적인, #잔잔한, #따뜻한"
Feb-99,50,김종환,사랑을 위하여,사랑을 위하여,"#남성솔로, #발라드, #사랑, #헌신, #진실, #감성적인, #잔잔한, #따뜻한"
Mar-99,1,김현정,A Sea Gull Of Dream,되돌아온 이별,"#여성솔로, #록댄스, #이별, #상처, #배신, #파워풀, #강렬한, #애절한"
Mar-99,2,쿨 (COOL),Cool 4.5,미절 (Misery),"#남성그룹, #발라드, #이별, #사랑, #아픔, #차분한, #감성적인, #슬픈"
Mar-99,3,조pd (ZoPD),In Stardom,이야기 속으로,"#남성솔로, #힙합, #성장, #자유, #경험, #차분한, #진지한, #감성적인"
Mar-99,4,god,Chapter 1,어머님께,"#남성그룹, #발라드, #가난, #가족, #효도, #차분한, #감성적인, #감동적인"
Mar-99,5,코요태,코요태 I,순정 (純情),"#혼성그룹, #댄스팝, #이별, #사랑, #고백, #신나는, #중독성, #화려한, #리듬적인"
Mar-99,6,김연우,A Night In Seoul,여전히 아름다운지,"#남성솔로, #발라드, #이별, #그리움, #사랑, #감성적인, #차분한, #서정적인"
Mar-99,7,윤종신,Just Piano,배웅,"#남성솔로, #발라드, #이별, #배웅, #감사, #차분한, #잔잔한, #따뜻한"
Mar-99,8,임재범,비상,사랑보다 깊은 상처,"#남성솔로, #발라드, #이별, #후회, #상처, #애절한, #감성적인, #호소력있는"
Mar-99,9,조성모,To Heaven,불멸의 사랑,"#남성솔로, #발라드, #사랑, #이별, #영원한사랑, #차분한, #애절한, #감성적인"
Mar-99,10,이승환,The War In Life,그대는 모릅니다,"#남성솔로, #발라드, #이별, #사랑, #그리움, #동양적, #웅장한, #감성적인"
Mar-99,11,샵,The S#arp,Lying,"#혼성그룹, #댄스팝, #거짓말, #배신, #연애, #에너지넘치는, #리듬감있는, #화려한"
Mar-99,12,드렁큰 타이거,Year Of The Tiger,난 널 원해,"#남성듀오, #힙합, #사랑, #연애, #열정, #감성적, #리드미컬, #에너지틱"
Mar-99,13,룰라,Six n‘ Six,기도 (Good),"#여성그룹, #댄스, #사랑, #이별, #희망, #차분한, #감성적인, #화려한"
Mar-99,14,S.E.S.,S.E.S. 2,너를 사랑해,"#여성그룹, #댄스팝, #사랑, #고백, #설렘, #신나는, #경쾌한, #상큼한"
Mar-99,15,홍경민,Free Throw Ⅱ Shot,내 남은 사랑을 위해,"#남성솔로, #발라드, #이별, #사랑, #, 그리움, #슬픔, #차분한, #감성적인, #애절한"
Mar-99,16,박지윤,Blue Angel,소중한 사랑,"#여성솔로, #발라드, #사랑, #소중함, #연애, #감성적인, #부드러운, #따뜻한"
Mar-99,17,이현우,Both Sides Of The Story,Missing You,"#남성솔로, #발라드, #이별, #그리움, #외로움, #감성적인, #차분한, #잔잔한"
Mar-99,18,더더 (THETHE),The One & The Other,It's You,"#남성듀오, #발라드, #이별, #연애, #사랑, #감성적인, #차분한, #서정적인"
Mar-99,19,박진영,Kiss Me,Kiss Me,"#남성솔로, #댄스팝, #사랑, #연애, #설렘, #신나는, #경쾌한, #화려한"
Mar-99,20,자우림,연인(戀人),미안해 널 미워해,"#남성밴드, #모던록, #이별, #사랑, #후회, #감성적, #우울한, #서정적"
Mar-99,21,지누션,제2탄 / 태권 V,태권 V,"#남성듀오, #힙합, #자존심회복, #도전, #패배극복, #힘찬, #에너지넘치는, #강렬한"
Mar-99,22,김현성,Kim Hyun Sung 2 Solo Album,유죄 (형벌),"#남성솔로, #발라드, #이별, #사랑, #후회, #차분한, #감성적인, #고난도"
Mar-99,23,장혜진,Dream,영원으로,"#여성솔로, #댄스, #이별, #사랑, #거짓말, #화려한, #신나는, #경쾌한, #차분한"
Mar-99,24,Various Artists,1999 대한민국,우리 같이해요,"#남성힙합크루, #힙합, #우정, #협력, #희망, #에너지, #리드미컬, #화합, #긍정적"
Mar-99,25,디바,Dream,I'll Get Your Love,"#여성그룹, #댄스팝, #사랑, #연애, #열정, #신나는, #화려한, #에너지넘치는"
Mar-99,26,The Searchers,한국인 사랑 추억의 7080 올드 팝 58,Love Potion No. 9 (영화 '태양은 없다'),"#남성그룹, #록, #사랑, #연애, #유혹, #신나는, #재미있는, #경쾌한"
Mar-99,27,델리스파이스,Welcome To The Delihouse,달려라 자전거,"#남성밴드, #모던록, #자전거, #자유, #일상, #경쾌한, #신나는, #밝은"
Mar-99,28,김종환,사랑하는 날까지,사랑하는 날까지,"#남성솔로, #발라드, #사랑, #운명, #외로움, #차분한, #감성적인, #절제된"
Mar-99,29,이소은,소녀 (少女),작별,"#여성솔로, #발라드, #이별, #첫사랑, #후회, #차분한, #청아한, #감성적"
Mar-99,30,신효범,Ego,세상은,"#남성솔로, #발라드, #사랑, #희망, #회상, #차분한, #감성적인, #우아한"
Mar-99,31,원타임,One Time For Your Mind,Good Love,"#남성그룹, #힙합, #사랑, #연애, #열정, #신나는, #에너지, #화려한"
Mar-99,32,에코,Voice Of Love,마지막 사랑,"#여성그룹, #발라드, #이별, #사랑, #마지막, #차분한, #애절한, #감미로운"
Mar-99,33,이빈,The 1st Album,편지,"#여성솔로, #발라드, #이별, #사랑, #편지, #차분한, #감성적, #잔잔한"
Mar-99,34,한스 밴드,1집 Hans Band,오락실,"#남성그룹, #록, #가족, #아버지, #IMF, #경쾌한, #감성적인, #추억"
Mar-99,35,유리상자,사랑찾기,지각,"#남성듀오, #발라드, #사랑, #기다림, #후회, #감성적, #차분한, #화음, #잔잔한"
Mar-99,36,원타임,One Time For Your Mind,1tym,"#남성그룹, #힙합, #자신감, #우정, #도전, #신나는, #중독성, #에너지, 넘치는"
Mar-99,37,김민종,因緣 (인연),비원(悲願),"#남성솔로, #발라드, #이별, #사랑, #희망, #차분한, #감성적인, #애절한"
Mar-99,38,김종서,Love Songs,다시 비가,"#남성솔로, #발라드, #이별, #그리움, #슬픔, #차분한, #감성적인, #잔잔한"
Mar-99,39,김동률,The Shadow Of Forgetfulness,기적 (Duet With 이소은),"#혼성듀엣, #발라드, #기적, #희망, #사랑, #차분한, #감성적인, #화음풍부한"
Mar-99,40,리아,Yozosooknyo,슬픈 독백,"#여성솔로, #모던록, #이별, #상실, #독백, #감성적, #서정적, #차분한"
Mar-99,41,젝스키스,Special,너를 보내며,"#남성그룹, #발라드, #이별, #사랑, #회상, #차분한, #감성적인, #슬픈"
Mar-99,42,김정민,Yesterday (From Christmas To Christmas),Yesterday (Newmix Version),"#남성솔로, #발라드, #이별, #사랑, #, 그리움, #차분한, #감성적인, #슬픈"
Mar-99,43,김종환,사랑을 위하여,사랑을 위하여,"#남성솔로, #발라드, #사랑, #헌신, #진실, #감성적인, #잔잔한, #따뜻한"
Mar-99,44,엄정화,Invitation,숨은 그림 찾기,"#여성솔로, #댄스팝, #사랑, #연애, #마음속비밀, #감성적, #부드러운, #세련된"
Mar-99,45,조,Jo,내가 있을께,"#남성솔로, #R&B, #사랑, #위로, #약속, #감성적인, #부드러운, #따뜻한"
Mar-99,46,김종서,Tribute :77 99 22,볼꽃놀이,"#남성솔로, #록발라드, #추억, #감성, #불꽃놀이, #차분한, #서정적인, #감미로운"
Mar-99,47,영턱스클럽,영턱스 클럽 4,거짓말,"#혼성그룹, #댄스, #이별, #거짓말, #연애, #신나는, #감성적인, #화려한"
Mar-99,48,젝스키스,Live Concert,연정/폼생폼사/기사도,"#남성그룹, #댄스, #사랑, #우정, #남성미, #에너지, #신나는, #화려한"
Mar-99,49,핑클 (Fin.K.L),Fine Killing Liberty : Blue Rain,루비(淚悲):슬픈 눈물,"#여성그룹, #발라드, #이별, #사랑, #슬픔, #차분한, #감성적인, #화려하지않은"
Mar-99,50,김원준,Self Destruction,너를 끝으로,"#남성솔로, #댄스팝, #이별, #상실, #운명, #감성적, #차분한, #서정적"
Apr-99,1,김민종,因緣 (인연),비원(悲願),"#남성솔로, #발라드, #이별, #사랑, #희망, #차분한, #감성적인, #애절한"
Apr-99,2,김현정,A Sea Gull Of Dream,되돌아온 이별,"#여성솔로, #록댄스, #이별, #상처, #배신, #파워풀, #강렬한, #애절한"
Apr-99,3,임창정,Story Of...,Love Affair,"#남성솔로, #발라드, #사랑, #이별, #회상, #차분한, #감성적인, #슬픈"
Apr-99,4,박정현,A Second Helping,편지할께요,"#여성솔로, #발라드, #사랑, #그리움, #편지, #차분한, #감성적인, #잔잔한"
Apr-99,5,이승환,The War In Life,그대는 모릅니다,"#남성솔로, #발라드, #이별, #사랑, #그리움, #동양적, #웅장한, #감성적인"
Apr-99,6,클론,Funky Together,돌아와,"#남성듀오, #댄스, #이별, #사랑, #후회, #신나는, #감성적인, #화려한"
Apr-99,7,지누션,제2탄 / 태권 V,태권 V,"#남성듀오, #힙합, #자존심회복, #도전, #패배극복, #힘찬, #에너지넘치는, #강렬한"
Apr-99,8,임재범,비상,사랑보다 깊은 상처,"#남성솔로, #발라드, #이별, #후회, #상처, #애절한, #감성적인, #호소력있는"
Apr-99,9,드렁큰 타이거,Year Of The Tiger,난 널 원해,"#남성듀오, #힙합, #사랑, #연애, #열정, #감성적, #리드미컬, #에너지틱"
Apr-99,10,이승철,6집 1999 & Live Best,오직 너뿐인 나를…,"#남성솔로, #발라드, #사랑, #이별, #그리움, #감성적, #서정적, #고음, #잔잔한"
Apr-99,11,델리스파이스,Welcome To The Delihouse,달려라 자전거,"#남성밴드, #모던록, #자전거, #자유, #일상, #경쾌한, #신나는, #밝은"
Apr-99,12,젝스키스,Live Concert,연정/폼생폼사/기사도,"#남성그룹, #댄스, #사랑, #우정, #남성미, #에너지, #신나는, #화려한"
Apr-99,13,룰라,Six n‘ Six,기도 (Good),"#여성그룹, #댄스, #사랑, #이별, #희망, #차분한, #감성적인, #화려한"
Apr-99,14,Monocrom,Monocrom,니가 진짜로 원하는게 뭐야,"#남성솔로, #록, #자아성찰, #진심, #결정, #차분한, #묵직한, #실험적"
Apr-99,15,조,Jo,내가 있을께,"#남성솔로, #R&B, #사랑, #위로, #약속, #감성적인, #부드러운, #따뜻한"
Apr-99,16,조성모,To Heaven,불멸의 사랑,"#남성솔로, #발라드, #사랑, #이별, #영원한사랑, #차분한, #애절한, #감성적인"
Apr-99,17,S.E.S.,S.E.S. 2,너를 사랑해,"#여성그룹, #댄스팝, #사랑, #고백, #설렘, #신나는, #경쾌한, #상큼한"
Apr-99,18,조pd (ZoPD),In Stardom,비애,"#남성솔로, #힙합, #이별, #상실, #슬픔, #우울한, #감성적인, #차분한"
Apr-99,19,더더 (THETHE),The One & The Other,It's You,"#남성듀오, #발라드, #이별, #연애, #사랑, #감성적인, #차분한, #서정적인"
Apr-99,20,윤종신,Just Piano,배웅,"#남성솔로, #발라드, #이별, #배웅, #감사, #차분한, #잔잔한, #따뜻한"
Apr-99,21,쿨 (COOL),Cool 4.5,미절 (Misery),"#남성그룹, #발라드, #이별, #사랑, #아픔, #차분한, #감성적인, #슬픈"
Apr-99,22,김연우,A Night In Seoul,거짓말 같은 시간,"#남성솔로, #발라드, #이별, #연애, #그리움, #감성적인, #서정적인, #잔잔한"
Apr-99,23,god,Chapter 1,관찰,"#남성그룹, #댄스, #사랑, #관찰, #일상, #신나는, #캐치한, #화려한"
Apr-99,24,코요태,코요태 I,만남,"#혼성그룹, #댄스, #이별, #사랑, #추억, #신나는, #차분한, #감성적인"
Apr-99,25,유승준,You Seung Jun Best & J Duet Collection,열정,"#남성솔로, #댄스, #열정, #사랑, #도전, #신나는, #에너지, #화려한"
Apr-99,26,이현우,Both Sides Of The Story,Missing You,"#남성솔로, #발라드, #이별, #그리움, #외로움, #감성적인, #차분한, #잔잔한"
Apr-99,27,김종환,사랑하는 날까지,사랑하는 날까지,"#남성솔로, #발라드, #사랑, #운명, #외로움, #차분한, #감성적인, #절제된"
Apr-99,28,박지윤,Blue Angel,소중한 사랑,"#여성솔로, #발라드, #사랑, #소중함, #연애, #감성적인, #부드러운, #따뜻한"
Apr-99,29,홍경민,Free Throw Ⅱ Shot,내 남은 사랑을 위해,"#남성솔로, #발라드, #이별, #사랑, #, 그리움, #슬픔, #차분한, #감성적인, #애절한"
Apr-99,30,김종서,Tribute :77 99 22,볼꽃놀이,"#남성솔로, #록발라드, #추억, #감성, #불꽃놀이, #차분한, #서정적인, #감미로운"
Apr-99,31,장혜진,Dream,영원으로,"#여성솔로, #댄스, #이별, #사랑, #거짓말, #화려한, #신나는, #경쾌한, #차분한"
Apr-99,32,H.O.T.,Resurrection,투혼(鬪魂) (The Spirit Of Fighter),"#남성그룹, #팝, #이별, #아픔, #사랑, #신나는, #강렬한, #드라마틱한"
Apr-99,33,샵,The S#arp,Lying,"#혼성그룹, #댄스팝, #거짓말, #배신, #연애, #에너지넘치는, #리듬감있는, #화려한"
Apr-99,34,김종환,사랑을 위하여,사랑을 위하여,"#남성솔로, #발라드, #사랑, #헌신, #진실, #감성적인, #잔잔한, #따뜻한"
Apr-99,35,자우림,연인(戀人),미안해 널 미워해,"#남성밴드, #모던록, #이별, #사랑, #후회, #감성적, #우울한, #서정적"
Apr-99,36,신효범,Ego,세상은,"#남성솔로, #발라드, #사랑, #희망, #회상, #차분한, #감성적인, #우아한"
Apr-99,37,원타임,One Time For Your Mind,뭘 위한 세상인가,"#남성그룹, #힙합, #사회비판, #자아성찰, #불만, #신나는, #중독성, #차분한"
Apr-99,38,Various Artists,1999 대한민국,우리 같이해요,"#남성힙합크루, #힙합, #우정, #협력, #희망, #에너지, #리드미컬, #화합, #긍정적"
Apr-99,39,디바,Dream,I'll Get Your Love,"#여성그룹, #댄스팝, #사랑, #연애, #열정, #신나는, #화려한, #에너지넘치는"
Apr-99,40,유리상자,사랑찾기,지각,"#남성듀오, #발라드, #사랑, #기다림, #후회, #감성적, #차분한, #화음, #잔잔한"
Apr-99,41,에코,Voice Of Love,마지막 사랑,"#여성그룹, #발라드, #이별, #사랑, #마지막, #차분한, #애절한, #감미로운"
Apr-99,42,김현성,Kim Hyun Sung 2 Solo Album,유죄 (형벌),"#남성솔로, #발라드, #이별, #사랑, #후회, #차분한, #감성적인, #고난도"
Apr-99,43,김동률,The Shadow Of Forgetfulness,기적 (Duet With 이소은),"#혼성듀엣, #발라드, #기적, #희망, #사랑, #차분한, #감성적인, #화음풍부한"
Apr-99,44,조pd (ZoPD),In Stardom,이야기 속으로,"#남성솔로, #힙합, #성장, #자유, #경험, #차분한, #진지한, #감성적인"
Apr-99,45,김연우,A Night In Seoul,여전히 아름다운지,"#남성솔로, #발라드, #이별, #그리움, #사랑, #감성적인, #차분한, #서정적인"
Apr-99,46,룰라,Six n‘ Six,고백,"#혼성그룹, #댄스, #사랑, #고백, #이별, #차분한, #감성적인, #화려한"
Apr-99,47,god,Chapter 1,어머님께,"#남성그룹, #발라드, #가난, #가족, #효도, #차분한, #감성적인, #감동적인"
Apr-99,48,코요태,코요태 I,순정 (純情),"#혼성그룹, #댄스팝, #이별, #사랑, #고백, #신나는, #중독성, #화려한, #리듬적인"
Apr-99,49,신화,T.O.P.,T.O.P. (Twinkling Of Paradise),"#남성그룹, #댄스, #사랑, #그리움, #희망, #화려한, #세련된, #에너지"
Apr-99,50,이소은,소녀 (少女),작별,"#여성솔로, #발라드, #이별, #첫사랑, #후회, #차분한, #청아한, #감성적"
May-99,1,유승준,You Seung Jun Best & J Duet Collection,열정,"#남성솔로, #댄스, #열정, #사랑, #도전, #신나는, #에너지, #화려한"
May-99,2,클론,Funky Together,돌아와,"#남성듀오, #댄스, #이별, #사랑, #후회, #신나는, #감성적인, #화려한"
May-99,3,박정현,A Second Helping,편지할께요,"#여성솔로, #발라드, #사랑, #그리움, #편지, #차분한, #감성적인, #잔잔한"
May-99,4,김경호,Kyung-Ho Kim Ⅳ,비정(非情),"#남성솔로, #록발라드, #이별, #상실, #무정함, #감성적, #파워풀, #드라마틱"
May-99,5,이승철,6집 1999 & Live Best,오직 너뿐인 나를…,"#남성솔로, #발라드, #사랑, #이별, #그리움, #감성적, #서정적, #고음, #잔잔한"
May-99,6,신화,T.O.P.,T.O.P. (Twinkling Of Paradise),"#남성그룹, #댄스, #사랑, #그리움, #희망, #화려한, #세련된, #에너지"
May-99,7,김현정,A Sea Gull Of Dream,실루엣,"#여성솔로, #댄스팝, #이별, #꿈, #자유, #파워풀한, #감성적, #화려한"
May-99,8,Monocrom,Monocrom,니가 진짜로 원하는게 뭐야,"#남성솔로, #록, #자아성찰, #진심, #결정, #차분한, #묵직한, #실험적"
May-99,9,박상민,폭풍(暴風),Sin 죄 (罪),"#남성솔로, #발라드, #죄, #사랑, #고민, #회상, #차분한, #감성적인, #내省적인"
May-99,10,지누션,제2탄 / 태권 V,How Deep Is Your Love,"#남성듀오, #힙합, #사랑, #연애, #감성, #부드러운, #리드미컬, #따뜻한"
May-99,11,임창정,Story Of...,Love Affair,"#남성솔로, #발라드, #사랑, #이별, #회상, #차분한, #감성적인, #슬픈"
May-99,12,H.O.T.,Resurrection,투혼(鬪魂) (The Spirit Of Fighter),"#남성그룹, #팝, #이별, #아픔, #사랑, #신나는, #강렬한, #드라마틱한"
May-99,13,일기예보,일기예보 다섯번째,Beautiful Girl,"#남성듀오, #발라드, #사랑, #고백, #연애, #감성적인, #부드러운, #로맨틱"
May-99,14,코요태,코요태 I,만남,"#혼성그룹, #댄스, #이별, #사랑, #추억, #신나는, #차분한, #감성적인"
May-99,15,김민종,因緣 (인연),순수,"#남성솔로, #발라드, #사랑, #그리움, #인연, #감성적, #애절한, #차분한"
May-99,16,god,Chapter 1,관찰,"#남성그룹, #댄스, #사랑, #관찰, #일상, #신나는, #캐치한, #화려한"
May-99,17,델리스파이스,Welcome To The Delihouse,달려라 자전거,"#남성밴드, #모던록, #자전거, #자유, #일상, #경쾌한, #신나는, #밝은"
May-99,18,룰라,Six n‘ Six,고백,"#혼성그룹, #댄스, #사랑, #고백, #이별, #차분한, #감성적인, #화려한"
